id,confirmed,policyagreed,deleted,suspended,idnumber,country,lang,firstaccess,lastaccess,lastlogin,currentlogin,lastip,gender,CountryCode
288,1,0,0,0,,Ghana,en,1550763167,1559059935,1550763167,1559059935,41.189.187.18,Female,GH
239,1,0,0,0,,Ghana,en,1550744184,1552396876,1550762464,1552396034,41.66.203.222,Female,GH
110,1,0,0,0,,Ethiopia,en,1559116007,1559116052,1559116007,1559116052,197.156.68.61,Female,ET
253,1,0,0,0,,Ghana,en,1550492678,1553791031,1553768214,1553783652,41.74.84.2,Female,GH
281,1,0,0,0,,Cameroon,en,1550652393,1550824426,1550652393,1550824129,154.72.168.89,Female,CM
283,1,0,0,0,,Zimbabwe,en,0,0,0,0,,Male,ZW
302,1,0,0,0,,Kenya,en,1550806210,1550806284,0,1550806210,212.49.84.246,Male,KE
388,1,0,0,0,,Nigeria,en,1552634596,1552635033,0,1552634596,105.112.16.41,Male,NG
268,1,0,0,0,,Mauritius,en,1550338347,1553419463,1553262892,1553418859,197.227.169.18,Male,MU
252,1,0,0,0,,Ghana,en,1550332791,1550755844,1550751581,1550755300,197.253.75.3,Female,GH
275,1,0,0,0,,Kenya,en,1550508580,1550996585,1550769486,1550994530,102.166.189.116,Female,KE
295,1,0,0,0,,Ghana,en,1550487453,1550765052,1550745116,1550763956,197.255.122.108,Female,GH
739,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
324,1,0,0,0,,Cameroon,en,0,0,0,0,,Female,CM
325,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
326,1,0,0,0,,Cameroon,en,0,0,0,0,,Male,CM
245,1,0,0,0,,Rwanda,en,0,0,0,0,,Female,RW
255,1,0,0,0,,Kenya,en,1550664124,1550753571,1550664124,1550746984,197.237.117.85,Female,KE
108,1,0,0,0,,Botswana,en,1550471221,1551088890,1550471221,1551088890,165.125.178.19,Female,BW
744,1,0,0,0,,Nigeria,en,1556664127,1556665389,0,1556664127,197.210.54.172,Male,NG
437,1,0,0,0,,Ghana,en,1556531322,1556553288,1556541897,1556553222,102.176.89.178,Female,GH
233,1,0,0,0,,Ghana,en,1550752275,1552577084,1552381638,1552563740,196.44.99.179,Male,GH
864,1,0,0,0,,Kenya,en,1558000825,1558000913,0,1558000825,105.56.162.202,Male,KE
410,1,0,0,0,,Nigeria,en,1556129659,1564597556,1564594410,1564596689,197.210.55.107,Male,NG
334,1,0,0,0,,Ethiopia,en,1553172749,1554096800,1553894071,1554096800,197.156.103.30,Male,ET
686,1,0,0,0,,Nigeria,en,1556114063,1563104659,1561279201,1563103209,197.211.53.242,Male,NG
612,1,0,0,0,,Ethiopia,en,1556629234,1556629782,0,1556629234,196.189.255.254,Male,ET
428,1,0,0,0,,"Congo, Democratic Republic of the",en,1556113154,1562769985,1562590662,1562769985,197.214.141.24,Male,CD
873,1,0,0,0,,Nigeria,en,1558005042,1559158530,1559158479,1559158530,197.210.45.175,Female,NG
740,1,0,0,0,,Zimbabwe,en,1556808826,1556808826,0,1556808826,209.88.91.222,Male,ZW
76,1,0,1,0,,Germany,,0,0,0,0,0,Male,DE
333,1,0,0,0,,Rwanda,en,1552562157,1552562914,0,1552562157,154.68.126.254,Male,RW
723,1,0,0,0,,Ethiopia,en,1556281947,1559815487,1559734808,1559815247,196.189.88.135,Male,ET
329,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
872,1,0,0,0,,Ghana,en,0,0,0,0,,Female,GH
335,1,0,0,0,,Ghana,en,0,0,0,0,,Female,GH
336,1,0,0,0,,Gabon,en,0,0,0,0,,Male,GA
337,1,0,0,0,,Ethiopia,en,0,0,0,0,,Female,ET
338,1,0,0,0,,Rwanda,en,0,0,0,0,,Male,RW
386,1,0,0,0,,Nigeria,en,1552597471,1553181755,1553181237,1553181290,154.66.15.137,Male,NG
332,1,0,0,0,,Nigeria,en,1552581160,1555510037,1553358232,1555510037,197.210.221.250,Female,NG
88,1,0,0,0,,Nigeria,en,1550351079,1556354779,1555179533,1556352422,129.205.113.139,Male,NG
683,1,0,0,0,,Nigeria,en,1556110998,1559859126,1558357474,1559857508,197.210.45.34,Male,NG
367,1,0,0,0,,Nigeria,en,1553717398,1555087387,1555087382,1555087387,41.203.72.208,Male,NG
61,1,0,0,0,,Ghana,en,1549638636,1559117991,1556572664,1559117870,41.66.205.228,Female,GH
363,1,0,0,0,,Ghana,en,1552588685,1555701428,1554930743,1555701428,41.242.137.38,Female,GH
632,1,0,0,0,,Ghana,en,1556112052,1556117938,0,1556112052,197.253.70.168,Male,GH
357,1,0,0,0,,Nigeria,en,1553372514,1553373105,0,1553372514,105.112.97.51,Male,NG
350,1,0,0,0,,Lesotho,en,1562337951,1562338027,0,1562337951,129.232.93.101,Female,LS
356,1,0,0,0,,Ghana,en,1552549794,1552566596,1552549794,1552550006,154.160.30.71,Female,GH
971,1,0,0,0,,Germany,en,0,0,0,0,,Male,DE
343,1,0,0,0,,Nigeria,en,1552557771,1552613819,1552603807,1552613819,154.66.15.34,Male,NG
517,1,0,0,0,,Ethiopia,en,1556112940,1562685416,1556112940,1562685104,197.156.95.123,Male,ET
353,1,0,0,0,,Ghana,en,1552562647,1556657426,1554349214,1556657211,154.160.2.42,Male,GH
354,1,0,0,0,,Nigeria,en,1552647777,1558966163,1557528538,1558966163,105.112.74.128,Female,NG
345,1,0,0,0,,Nigeria,en,0,0,0,0,,Female,NG
352,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
358,1,0,0,0,,Ghana,en,0,0,0,0,,Female,GH
373,1,0,0,0,,Kenya,en,1552535080,1552537334,0,1552535080,197.176.45.178,Male,KE
360,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
364,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
365,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
366,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
348,1,0,0,0,,Kenya,en,1552543591,1552848687,1552835074,1552848687,197.232.27.17,Male,KE
659,1,0,0,0,,Ghana,en,1561483312,1563391263,1561483312,1563391109,102.176.94.165,Male,GH
921,1,0,0,0,,Ethiopia,en,1560882295,1560884945,0,1560882295,196.189.25.49,Male,ET
381,1,0,0,0,,Nigeria,en,1552552951,1563200869,1562591357,1563200869,154.118.35.215,Male,NG
305,1,0,0,0,,Ghana,en,1552530930,1552573540,1552571357,1552572465,197.251.240.25,Male,GH
375,1,0,0,0,,Kenya,en,1552581561,1552585042,0,1552581561,197.248.177.154,Female,KE
374,1,0,0,0,,Nigeria,en,1552560127,1553363979,1553277925,1553363822,105.112.38.247,Male,NG
313,1,0,0,0,,Ghana,en,1552525038,1562029601,1552525038,1562029146,41.218.223.144,Male,GH
308,1,0,0,0,,Rwanda,en,1553530486,1553530677,0,1553530486,197.157.136.44,Male,RW
676,1,0,0,0,,Rwanda,en,1556116255,1557251105,1556116255,1557250751,41.138.87.75,Male,RW
382,1,0,0,0,,Nigeria,en,1552578456,1558955855,1558702676,1558948108,129.205.113.168,Male,NG
340,1,0,0,0,,Ethiopia,en,1552545036,1558959293,1558952482,1558956471,197.156.107.193,Female,ET
310,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
378,1,0,0,0,,Ghana,en,1552579207,1554195805,1554111586,1554195805,196.44.110.205,Female,GH
312,1,0,0,0,,Rwanda,en,0,0,0,0,,Male,RW
314,1,0,0,0,,Kenya,en,0,0,0,0,,Male,KE
316,1,0,0,0,,Nigeria,en,0,0,0,0,,Female,NG
370,1,0,0,0,,Nigeria,en,1557307144,1557308616,0,1557307144,196.1.187.66,Male,NG
234,1,0,0,0,,Rwanda,en,1550486900,1562157968,1562073870,1562156383,197.243.10.202,Male,RW
371,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
376,1,0,0,0,,Kenya,en,1552547336,1553437281,1553436541,1553436577,9.1.2.3,Male,KE
307,1,0,0,0,,Nigeria,en,1552667511,1552691728,1552667511,1552684585,129.205.112.138,Female,NG
311,1,0,0,0,,Cameroon,en,1552538536,1553701103,1553504601,1553701016,41.205.66.164,Male,CM
380,1,0,0,0,,Ghana,en,0,0,0,0,,Female,GH
377,1,0,0,0,,Nigeria,en,1552543048,1556655799,1553763447,1553764453,129.205.112.134,Male,NG
342,1,0,0,0,,Rwanda,en,1552547666,1555227766,1552585404,1555227696,41.186.83.152,Male,RW
416,1,0,0,0,,Ghana,en,1556690769,1561473790,1556690769,1561473550,41.215.163.2,Female,GH
321,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
372,1,0,0,0,,Nigeria,en,1552523880,1556115385,1554297600,1556115261,41.190.30.73,Male,NG
323,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
327,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
222,1,0,0,0,,Ghana,en,1550331596,1553708854,1553528240,1553708728,102.176.94.124,Male,GH
259,1,0,0,0,,Ghana,en,1550353214,1559126910,1557936951,1559126828,197.255.127.159,Female,GH
355,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
349,1,0,0,0,,Kenya,en,1552543758,1556280649,1552652997,1556280649,197.237.213.174,Female,KE
368,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
319,1,0,0,0,,Ghana,en,1552523679,1553494367,1553493884,1553494295,102.176.94.235,Female,GH
322,1,0,0,0,,Cameroon,en,1552893328,1552893478,0,1552893328,41.204.75.10,Female,CM
210,1,0,0,0,,Kenya,en,1550336937,1555918863,1553350750,1553350808,41.186.83.152,Male,KE
783,1,0,0,0,,Ethiopia,en,0,0,0,0,,Female,ET
346,1,0,0,0,,Rwanda,en,1552540671,1554102073,1553712749,1554101912,41.186.83.142,Female,RW
869,1,0,0,0,,Ghana,en,1558103975,1563856651,1563337558,1563856140,154.160.25.65,Male,GH
339,1,0,0,0,,Ethiopia,en,1552922117,1554459546,1554271213,1554458745,197.156.103.25,Female,ET
359,1,0,0,0,,Nigeria,en,1552523060,1553461910,1553363222,1553461806,129.205.113.147,Male,NG
379,1,0,0,0,,Ghana,en,1552664449,1552669098,0,1552664449,41.191.246.122,Male,GH
331,1,0,0,0,,Ghana,en,1552550657,1563531437,1560786358,1563531437,156.38.120.34,Female,GH
344,1,0,0,0,,Ghana,en,1552605378,1564180105,1564171770,1564179782,154.160.11.155,Female,GH
387,1,0,0,0,,Nigeria,en,1552621162,1554366919,1554357797,1554365146,197.210.54.56,Male,NG
282,1,0,0,0,,Cameroon,en,1550357264,1553368497,1553363193,1553368497,129.0.76.242,Female,CM
95,1,0,0,0,,Ethiopia,en,1550332616,1563471359,1563355542,1563471278,196.189.57.17,Male,ET
983,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
419,1,0,0,0,,Ghana,en,1556301817,1556378438,1556301817,1556377435,197.255.127.159,Female,GH
400,1,0,0,0,,Sudan,en,1556110742,1563809829,1563434062,1563809621,196.202.155.22,Female,SD
420,1,0,0,0,,Ghana,en,1556130714,1558807741,1558290189,1558807340,154.160.6.189,Male,GH
306,1,0,0,0,,Nigeria,en,1552574947,1563434995,1562695848,1563434995,41.203.78.41,Male,NG
423,1,0,0,0,,Nigeria,en,1556128615,1557372420,1556784307,1557371864,197.210.44.158,Male,NG
421,1,0,0,0,,Ghana,en,1556217509,1556828940,1556307612,1556825990,217.105.15.202,Female,GH
564,1,0,0,0,,Nigeria,en,1556110565,1558949611,1556110565,1558948587,197.210.53.212,Female,NG
418,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
431,1,0,0,0,,Nigeria,en,1556110574,1557392697,1556110574,1557391733,41.203.77.202,Female,NG
425,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
426,1,0,0,0,,Kenya,en,0,0,0,0,,Male,KE
430,1,0,0,0,,Kenya,en,0,0,0,0,,Female,KE
918,1,0,0,0,,Ghana,en,1559659623,1562336012,1562314626,1562336012,2003:a:310:a700:8cdc:7789:53c:8059,Female,GH
60,1,0,0,0,,Nigeria,en,1549664500,1562360475,1562332712,1562355834,154.66.14.69,Male,NG
392,1,0,0,0,,Nigeria,en,1556113172,1558303607,1556113172,1558302319,41.203.78.152,Male,NG
266,1,0,0,0,,Nigeria,en,1550336694,1564618472,1562282235,1564615665,41.203.73.55,Male,NG
424,1,0,0,0,,Ghana,en,1556121254,1562161387,1558905568,1562161387,41.66.209.90,Male,GH
532,1,0,0,0,,Ghana,en,1558998636,1558998702,0,1558998636,197.220.169.135,Female,GH
393,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
394,1,0,0,0,,Nigeria,en,1556229622,1556255395,1556229622,1556255395,105.112.11.241,Male,NG
138,1,0,0,0,,Ghana,en,1550348507,1558949455,1554132823,1558949455,197.251.240.15,Male,GH
738,1,0,0,0,,Zimbabwe,en,1556776894,1556779757,0,1556776894,209.88.88.14,Female,ZW
399,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
401,1,0,0,0,,Gambia,en,0,0,0,0,,Male,GM
407,1,0,0,0,,Ghana,en,1556116595,1556116823,0,1556116595,41.210.49.67,Female,GH
403,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
417,1,0,0,0,,Ghana,en,1556112675,1557302110,1556112675,1557301934,197.255.118.134,Female,GH
405,1,0,0,0,,Ghana,en,0,0,0,0,,Female,GH
656,1,0,0,0,,Sierra Leone,en,1556116716,1560772469,1559143789,1560772469,102.143.10.129,Male,SL
402,1,0,0,0,,Ghana,en,1556110406,1562324575,1556110406,1562324506,129.122.16.43,Male,GH
408,1,0,0,0,,Nigeria,en,0,0,0,0,,Female,NG
406,1,0,0,0,,Ethiopia,en,1556120570,1558915382,1557249915,1558915382,197.156.118.250,Male,ET
412,1,0,0,0,,Nigeria,en,0,0,0,0,,Female,NG
396,1,0,0,0,,Nigeria,en,1556127586,1562179969,1556127586,1562179825,105.112.36.198,Male,NG
415,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
398,1,0,0,0,,Nigeria,en,1556195921,1557507137,1556195921,1557506999,105.112.23.69,Male,NG
433,1,0,0,0,,Nigeria,en,1556115014,1561468851,1556115014,1561468352,102.134.115.97,Male,NG
429,1,0,0,0,,Kenya,en,0,0,0,0,,Female,KE
404,1,0,0,0,,Benin,en,1556128151,1557224841,1556128151,1557223564,41.85.184.22,Male,BJ
422,1,0,0,0,,Zimbabwe,en,1556111151,1556112899,0,1556111151,41.220.17.138,Female,ZW
414,1,0,0,0,,Kenya,en,1556524415,1556525808,0,1556524415,196.1.132.15,Female,KE
461,1,0,0,0,,Rwanda,en,1556469255,1558956956,1557061904,1558956886,197.157.165.163,Female,RW
443,1,0,0,0,,Cameroon,en,1556110871,1556173007,1556110871,1556172860,41.202.219.73,Male,CM
455,1,0,0,0,,"Tanzania, UNITED REPUBLIC OF",en,1556223194,1561687956,1556223194,1561687720,169.255.184.61,Male,TZ
90,1,0,0,0,,Nigeria,en,1550351701,1563360965,1562740072,1563360531,197.210.8.127,Male,NG
435,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
436,1,0,0,0,,Ghana,en,1556220470,1557502129,1556222803,1557501854,197.251.240.55,Male,GH
438,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
439,1,0,0,0,,"Congo, Democratic Republic of the",en,0,0,0,0,,Male,CD
451,1,0,0,0,,Nigeria,en,1556128518,1556129218,0,1556128518,129.205.113.142,Female,NG
441,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
442,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
452,1,0,0,0,,Nigeria,en,1556125144,1556126752,0,1556125144,41.190.30.218,Female,NG
444,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
448,1,0,0,0,,Nigeria,en,1557039107,1557040904,0,1557039107,41.203.78.114,Female,NG
446,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
447,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
440,1,0,0,0,,Nigeria,en,1556115750,1558444202,1558044878,1558435728,129.205.113.175,Male,NG
586,1,0,0,0,,Ghana,en,1556113053,1564421913,1563534079,1564416242,197.220.169.151,Male,GH
450,1,0,0,0,,"Congo, Democratic Republic of the",en,0,0,0,0,,Male,CD
454,1,0,0,0,,Rwanda,en,0,0,0,0,,Prefer not to say,RW
456,1,0,0,0,,Malawi,en,0,0,0,0,,Male,MW
432,1,0,0,0,,Nigeria,en,1556111014,1556111153,0,1556111014,197.210.55.0,Male,NG
770,1,0,0,0,,Ghana,en,1556823401,1556824414,0,1556823401,154.68.195.180,Female,GH
713,1,0,0,0,,Nigeria,en,1556987904,1556987904,0,1556987904,105.112.106.94,Male,NG
479,1,0,0,0,,Ghana,en,1558267584,1558267667,0,1558267584,154.160.25.236,Female,GH
457,1,0,0,0,,Uganda,en,0,0,0,0,,Male,UG
458,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
476,1,0,0,0,,Ghana,en,1558954208,1559058984,1558954208,1559058984,80.87.68.54,Female,GH
465,1,0,0,0,,Ghana,en,1562505188,1562505338,0,1562505188,41.66.209.48,Male,GH
473,1,0,0,0,,Ethiopia,en,1556185565,1561632469,1561631217,1561631410,213.55.95.132,Male,ET
274,1,0,0,0,,Ghana,en,1550369875,1562881757,1556642174,1562879648,156.0.143.178,Male,GH
460,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
462,1,0,0,0,,"Tanzania, UNITED REPUBLIC OF",en,0,0,0,0,,Male,TZ
463,1,0,0,0,,Rwanda,en,0,0,0,0,,Female,RW
466,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
469,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
471,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
472,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
474,1,0,0,0,,Kenya,en,0,0,0,0,,Male,KE
477,1,0,0,0,,Ghana,en,0,0,0,0,,Female,GH
478,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
481,1,0,0,0,,Ghana,en,0,0,0,0,,Female,GH
395,1,0,0,0,,Nigeria,en,1556109186,1556109572,0,1556109186,41.190.16.26,Male,NG
470,1,0,0,0,,Nigeria,en,1556116511,1562163089,1562160716,1562160734,105.235.195.74,Male,NG
453,1,0,0,0,,Nigeria,en,1556128463,1556136717,1556128463,1556133301,129.205.113.136,Male,NG
509,1,0,0,0,,Ethiopia,en,1556114362,1556116766,0,1556114362,197.156.107.97,Female,ET
609,1,0,0,0,,Zimbabwe,en,1558951082,1558951082,0,1558951082,197.229.1.227,Male,ZW
250,1,0,0,0,,Nigeria,en,1550336452,1563501550,1563344519,1563501550,105.112.38.87,Male,NG
497,1,0,0,0,,Ghana,en,1556212111,1558909164,1557247436,1558909103,154.160.25.20,Male,GH
489,1,0,0,0,,Ethiopia,en,1557044188,1562399959,1561208136,1562394337,196.189.24.118,Male,ET
494,1,0,0,0,,Ethiopia,en,1556142318,1556142885,0,1556142318,197.156.103.92,Male,ET
490,1,0,0,0,,Ethiopia,en,1556144744,1556145139,0,1556144744,197.156.71.80,Male,ET
487,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
488,1,0,0,0,,Nigeria,en,0,0,0,0,,Female,NG
495,1,0,0,0,,Ghana,en,1557265809,1557267148,0,1557265809,102.176.65.39,Male,GH
491,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
493,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
496,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
498,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
500,1,0,0,0,,Sierra Leone,en,0,0,0,0,,Male,SL
503,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
504,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
506,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
507,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
508,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
510,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
501,1,0,0,0,,Ethiopia,en,1556179657,1556180865,0,1556179657,23.237.16.26,Male,ET
502,1,0,0,0,,Nigeria,en,1563183932,1563197936,1563183932,1563184152,154.68.197.18,Male,NG
533,1,0,0,0,,Ghana,en,1556110660,1556110809,0,1556110660,41.210.2.30,Male,GH
524,1,0,0,0,,Rwanda,en,1556279498,1556279749,0,1556279498,197.243.41.158,Male,RW
896,1,0,0,0,,Nigeria,en,1558885543,1558886245,0,1558885543,41.203.72.227,Female,NG
30,1,0,0,0,,Germany,en,1562827554,1562854254,1562849076,1562854254,41.72.215.2,Male,DE
146,1,0,0,0,117350951,Cameroon,en,1550394870,1559054603,1554817953,1559054603,154.72.150.168,Male,CM
526,1,0,0,0,,Ethiopia,en,1556519739,1556520029,0,1556519739,197.156.103.165,Female,ET
528,1,0,0,0,,Ethiopia,en,1556129765,1556129884,0,1556129765,196.190.127.235,Female,ET
534,1,0,0,0,,Rwanda,en,1556182860,1556185405,0,1556182860,197.243.116.250,Male,RW
525,1,0,0,0,,Ghana,en,1556134968,1556143007,1556134968,1556142905,154.160.2.194,Male,GH
514,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
516,1,0,0,0,,Ethiopia,en,1556194026,1556194485,0,1556194026,196.188.63.167,Male,ET
520,1,0,0,0,,Ethiopia,en,1557485267,1557487928,0,1557485267,196.188.12.41,Male,ET
518,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
519,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
523,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
529,1,0,0,0,,Nigeria,en,0,0,0,0,,Female,NG
530,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
531,1,0,0,0,,Ghana,en,0,0,0,0,,Female,GH
536,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
537,1,0,0,0,,Rwanda,en,0,0,0,0,,Male,RW
538,1,0,0,0,,Eritrea,en,0,0,0,0,,Male,ER
539,1,0,0,0,,Ethiopia,en,0,0,0,0,,Female,ET
540,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
568,1,0,0,0,,Nigeria,en,1561480645,1561480829,0,1561480645,197.210.226.30,Male,NG
794,1,0,0,0,,Nigeria,en,1557663794,1558051067,1557663794,1558048912,105.112.74.166,Male,NG
559,1,0,0,0,,Ethiopia,en,1556134324,1562801739,1556134324,1562801676,197.156.86.29,Male,ET
548,1,0,0,0,,Senegal,en,1556119866,1556206972,1556119866,1556198387,41.82.3.178,Male,SN
561,1,0,0,0,,Egypt,en,1556130164,1556130936,0,1556130164,41.236.152.179,Male,EG
565,1,0,0,0,,Nigeria,en,1556145597,1556492206,1556145597,1556491415,196.27.128.5,Male,NG
522,1,0,0,0,,Ethiopia,en,1557270184,1559085190,1557270184,1559084859,197.156.118.162,Male,ET
554,1,0,0,0,,Mauritius,en,1556160957,1556161189,0,1556160957,197.225.172.19,Female,MU
566,1,0,0,0,,Nigeria,en,1556114996,1556115252,0,1556114996,197.210.52.169,Male,NG
555,1,0,0,0,,Kenya,en,1557299189,1557304166,0,1557299189,154.79.241.166,Female,KE
552,1,0,0,0,,Nigeria,en,1556117429,1556117962,0,1556117429,160.152.24.204,Male,NG
567,1,0,0,0,,Ghana,en,1556111058,1557601215,1556921484,1557594501,41.66.202.253,Male,GH
544,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
545,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
546,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
547,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
551,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
553,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
556,1,0,0,0,,Kenya,en,0,0,0,0,,Female,KE
558,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
560,1,0,0,0,,Benin,en,0,0,0,0,,Male,BJ
562,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
570,1,0,0,0,,Malawi,en,0,0,0,0,,Male,MW
578,1,0,0,0,,Ethiopia,en,1557411554,1559139570,1557411554,1559139570,196.189.130.9,Male,ET
655,1,0,0,0,,Ghana,en,1557155842,1559219491,1557155842,1559219491,41.189.187.18,Female,GH
467,1,0,0,0,,Mauritius,en,1556866433,1556866549,0,1556866433,41.136.69.130,Male,MU
595,1,0,0,0,,Ethiopia,en,1556614654,1556616857,0,1556614654,196.188.127.149,Female,ET
598,1,0,0,0,,Nigeria,en,1556123709,1557794514,1556123709,1557793287,197.220.169.158,Male,NG
572,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
575,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
576,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
577,1,0,0,0,,Cameroon,en,0,0,0,0,,Female,CM
579,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
583,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
585,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
582,1,0,0,0,,Ethiopia,en,1556114423,1556114557,0,1556114423,196.189.130.9,Male,ET
588,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
589,1,0,0,0,,Ethiopia,en,0,0,0,0,,Female,ET
590,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
592,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
596,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
597,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
3,1,0,0,0,,Germany,en,1548424498,1564413335,1564130025,1564412943,2003:a:310:a700:a430:3c15:f1b6:8e1f,Male,DE
584,1,0,0,0,,Nigeria,en,1556110666,1556112686,0,1556110666,197.210.227.13,Male,NG
591,1,0,0,0,,Rwanda,en,1556130144,1563878605,1563789093,1563878605,41.74.173.2,Male,RW
587,1,0,0,0,,Nigeria,en,1556112772,1556113161,0,1556112772,41.203.72.219,Male,NG
710,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
614,1,0,0,0,,Nigeria,en,1562321992,1562322674,0,1562321992,41.203.78.240,Male,NG
608,1,0,0,0,,Kenya,en,1556219726,1557944075,1557264515,1557944075,2c0f:fe38:2021:d7fa:1:2:2900:6acb,Male,KE
620,1,0,0,0,,Ghana,en,1556813741,1556813741,0,1556813741,197.251.199.204,Male,GH
627,1,0,0,0,,Nigeria,en,1561484064,1562159714,1561484064,1562159628,41.203.73.41,Male,NG
903,1,0,0,0,,Kenya,en,1559015812,1559595963,1559015812,1559595047,41.80.126.207,Female,KE
602,1,0,0,0,,"Congo, Democratic Republic of the",en,1558017558,1558017871,0,1558017558,41.138.85.23,Male,CD
603,1,0,0,0,,Ghana,en,1556789274,1556790777,0,1556789274,41.66.209.94,Male,GH
601,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
604,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
606,1,0,0,0,,Ethiopia,en,0,0,0,0,,Male,ET
617,1,0,0,0,,Rwanda,en,1556117002,1556120505,0,1556117002,105.179.0.234,Male,RW
610,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
613,1,0,0,0,,Kenya,en,0,0,0,0,,Female,KE
616,1,0,0,0,,Nigeria,en,0,0,0,0,,Female,NG
619,1,0,0,0,,Ghana,en,0,0,0,0,,Male,GH
615,1,0,0,0,,Nigeria,en,1556124989,1556940517,1556124989,1556937341,41.217.123.174,Male,NG
621,1,0,0,0,,Ghana,en,0,0,0,0,,Female,GH
622,1,0,0,0,,Nigeria,en,0,0,0,0,,Male,NG
